,0,Count
37,"[[  34.0468527 -118.2561714]
 [  34.0470524 -118.2565439]
 [  34.048017  -118.2580506]
 [  34.0472293 -118.2560754]
 [  34.0469978 -118.2553544]
 [  34.048075  -118.2581414]
 [  34.0475959 -118.25682  ]
 [  34.0472025 -118.2535303]]",8
38,[[  34.0406805 -118.2500797]],1
39,[[  34.045184  -118.2495433]],1
40,[[  34.0443213 -118.2574806]],1
41,"[[  34.039315  -118.258852 ]
 [  34.0397808 -118.2585555]
 [  34.0406641 -118.259558 ]
 [  34.039315  -118.258852 ]]",4
42,"[[  34.0444602 -118.2647277]
 [  34.0455678 -118.263988 ]
 [  34.0465897 -118.26333  ]
 [  34.0449976 -118.2649805]]",4
43,[[  34.0352687 -118.2531717]],1
44,[[  34.0408659 -118.2622749]],1
45,"[[  34.0323298 -118.3644075]
 [  34.0323298 -118.3644075]
 [  34.0326477 -118.3646589]]",3
46,[[  34.0440308 -118.2108071]],1
47,"[[  34.0326954 -118.3599842]
 [  34.0323461 -118.3609651]]",2
48,[[  34.03278 -118.35742]],1
49,"[[  34.0470575 -118.2605233]
 [  34.0470551 -118.2608535]]",2
50,[[  34.0401495 -118.3281968]],1
51,[[  34.0328063 -118.3329362]],1
52,[[  34.0475368 -118.3171697]],1
53,"[[  34.0621032 -118.3455302]
 [  34.0604174 -118.344915 ]
 [  34.0606376 -118.3448225]
 [  34.0621032 -118.3455302]]",4
54,[[  34.0544515 -118.3549403]],1
55,[[  34.0479809 -118.3264704]],1
56,[[  34.0568083 -118.3641944]],1
57,[[  34.0537072 -118.3231592]],1
58,[[  34.0475978 -118.3228241]],1
59,[[  34.0409463 -118.3486132]],1
60,[[  34.0529873 -118.312542 ]],1
61,[[  34.0498552 -118.3596244]],1
62,[[  34.063967 -118.300666]],1
63,"[[  34.0640203 -118.2879838]
 [  34.0635005 -118.287332 ]]",2
64,[[  34.184798  -118.6050266]],1
65,[[  34.0763649 -118.2560048]],1
66,[[  34.0688282 -118.2988315]],1
67,[[  34.0336488 -118.2292434]],1
68,"[[  34.0901197 -118.2775804]
 [  34.0905285 -118.2771309]
 [  34.0890572 -118.2763905]
 [  34.0907326 -118.2778835]
 [  34.0888984 -118.2769088]
 [  34.0907762 -118.2779945]
 [  34.091768  -118.2794594]
 [  34.0901197 -118.2775804]
 [  34.0901197 -118.2775804]]",9
69,[[  34.0453179 -118.2271838]],1
70,"[[  34.083305  -118.2732155]
 [  34.0825533 -118.2732563]]",2
71,[[  34.0728424 -118.2515592]],1
72,[[  34.0854157 -118.2751086]],1
73,[[  34.077022  -118.2640069]],1
74,[[  34.0811009 -118.2704567]],1
75,[[  34.0741789 -118.2793974]],1
76,"[[  34.1008666 -118.2907646]
 [  34.0998706 -118.290135 ]
 [  34.1026281 -118.2919846]
 [  34.104125  -118.2916497]
 [  34.1024777 -118.2914827]
 [  34.1022065 -118.2916334]
 [  34.10015   -118.29021  ]]",7
77,"[[  34.1038943 -118.2869547]
 [  34.1030809 -118.2871875]]",2
78,"[[  34.1111447 -118.2872202]
 [  34.1106428 -118.2873249]]",2
79,"[[  34.0979222 -118.3020145]
 [  34.0985503 -118.3030105]]",2
80,[[  34.1019879 -118.305502 ]],1
81,[[  34.1014318 -118.3029647]],1
82,"[[  34.0522051 -118.2437121]
 [  34.0522051 -118.2437121]
 [  34.0520016 -118.2445562]]",3
83,[[  34.0129057 -118.256294 ]],1
84,[[  34.1088424 -118.2873042]],1
85,[[  34.1019398 -118.2998417]],1
86,"[[  34.1005304 -118.3294141]
 [  34.0996826 -118.3315953]
 [  34.1001997 -118.3297411]
 [  34.0999656 -118.3301535]
 [  34.099645  -118.3312496]
 [  34.0994241 -118.3313098]
 [  34.099504  -118.3293496]
 [  34.0991301 -118.3311657]
 [  34.099598  -118.3290194]
 [  34.0986271 -118.3291615]
 [  34.0999524 -118.3303843]
 [  34.0999856 -118.3293909]
 [  34.0995091 -118.3291587]
 [  34.0978244 -118.3284406]
 [  34.1012458 -118.3284912]]",15
87,[[  34.0990608 -118.3373107]],1
88,[[  34.1020318 -118.1099215]],1
89,"[[  34.0996336 -118.3234262]
 [  34.0973741 -118.3231389]
 [  34.0984798 -118.3220565]
 [  34.0985708 -118.3221951]]",4
90,"[[  34.097782  -118.3184556]
 [  34.0977697 -118.3183665]
 [  34.0978983 -118.318129 ]]",3
91,[[  34.0977501 -118.3326212]],1
92,[[  34.1507864 -118.0828676]],1
93,[[  34.0983925 -118.3107247]],1
94,"[[  34.0988466 -118.3448746]
 [  34.0982382 -118.346581 ]
 [  34.0985025 -118.3452992]]",3
95,[[  34.0945304 -118.3381642]],1
96,"[[  34.0971641 -118.325996 ]
 [  34.0960299 -118.3265083]]",2
97,"[[  34.1017749 -118.336055 ]
 [  34.1017472 -118.3353628]
 [  34.10119   -118.33675  ]]",3
98,"[[  34.1013583 -118.3419472]
 [  34.1012777 -118.3416128]
 [  34.1023935 -118.3400505]]",3
99,"[[  34.1055206 -118.3249492]
 [  34.1054154 -118.3238529]]",2
100,"[[  34.1018819 -118.3245763]
 [  34.1014556 -118.3260125]
 [  34.101456  -118.32619  ]]",3
101,[[  34.0674452 -118.2278509]],1
102,[[  34.0254752 -118.3244886]],1
103,"[[  34.0953125 -118.2958212]
 [  34.095555  -118.2952027]
 [  34.0953397 -118.2950284]]",3
104,[[  34.0956261 -118.292767 ]],1
105,[[  34.0836857 -118.3054708]],1
106,[[  34.0845    -118.2866798]],1
107,[[  34.09062 -118.30803]],1
108,[[  34.0837963 -118.2134307]],1
109,"[[  34.0553761 -118.3976002]
 [  34.0553761 -118.3976024]]",2
110,[[48.801408  2.130122]],1
111,[[  34.0517694 -118.3843222]],1
112,[[  34.0571635 -118.3756683]],1
113,[[  34.0640856 -118.3437963]],1
114,[[  34.0469661 -118.2485418]],1
115,[[  34.0786385 -118.3613216]],1
116,"[[  34.0587144 -118.3458989]
 [  34.0574612 -118.3451493]]",2
117,[[  34.0623715 -118.3410558]],1
118,"[[  34.083117  -118.3388375]
 [  34.0837081 -118.3399396]
 [  34.0835663 -118.3423714]
 [  34.0841463 -118.3381902]
 [  34.0833021 -118.3388403]
 [  34.0836755 -118.341956 ]]",6
119,"[[  34.092327  -118.3384489]
 [  34.09246   -118.3382046]
 [  34.0910449 -118.3381226]]",3
120,[[  34.0723645 -118.3443467]],1
121,"[[  34.0719433 -118.360263 ]
 [  34.0720884 -118.3608886]]",2
122,[[  34.0702213 -118.3517065]],1
123,[[  34.0631204 -118.3611661]],1
124,[[  34.0682874 -118.3437991]],1
125,"[[  34.0886994 -118.3435677]
 [  34.088674  -118.343118 ]
 [  34.0874916 -118.3429215]
 [  34.089028  -118.3426054]]",4
126,"[[  34.0833397 -118.324761 ]
 [  34.0833975 -118.3244417]
 [  34.0832447 -118.3263145]]",3
127,"[[  34.0833966 -118.312813 ]
 [  34.0833443 -118.3139444]]",2
128,"[[  34.0891941 -118.3329565]
 [  34.0908726 -118.3323571]]",2
129,[[  34.091048  -118.2864448]],1
130,[[  34.156202  -118.3284964]],1
131,[[  34.0903784 -118.3259901]],1
132,[[  34.1237569 -118.2687304]],1
133,"[[  34.0836476 -118.3477819]
 [  34.0833396 -118.3463773]
 [  34.0836463 -118.3446589]]",3
134,"[[  34.091268  -118.3631497]
 [  34.0909582 -118.3632083]
 [  34.0917193 -118.3613096]
 [  34.0906325 -118.3647459]]",4
135,[[  34.0839167 -118.3631966]],1
136,"[[  34.0908821 -118.3464231]
 [  34.0904935 -118.3460438]
 [  34.0908658 -118.3460668]]",3
137,[[  34.0418713 -118.255055 ]],1
138,"[[  34.0838011  -118.3509493 ]
 [  34.0838318  -118.3525411 ]
 [  34.08397858 -118.350547  ]]",3
139,"[[  34.0908828 -118.3697462]
 [  34.0905005 -118.3695355]]",2
140,[[  34.098333 -118.350376]],1
141,[[  34.0977412 -118.3622541]],1
142,[[  34.0839558 -118.3596674]],1
143,[[  34.0561431 -118.2573219]],1
144,[[  34.1041445 -118.3287271]],1
145,[[  34.0771558 -118.3806867]],1
146,"[[  34.075852  -118.369861 ]
 [  34.0763041 -118.3695848]]",2
147,"[[  34.0730546 -118.374948 ]
 [  34.0736958 -118.3770638]
 [  34.0730878 -118.3769215]]",3
148,"[[  34.0721029  -118.3673558 ]
 [  34.07226091 -118.36753956]]",2
149,[[41.1171432 16.8718715]],1
150,[[  34.071853  -118.3647493]],1
151,[[  34.0734496 -118.3819145]],1
152,"[[  34.0637475 -118.365075 ]
 [  34.0630082 -118.3654274]]",2
153,[[  34.0725668 -118.3707825]],1
154,"[[  34.0567571 -118.2823803]
 [  34.0566206 -118.2824586]]",2
155,[[  34.0561783 -118.2767993]],1
156,[[  34.1199814 -118.32127  ]],1
157,"[[  34.0809605 -118.3869599]
 [  34.0817267 -118.3857725]
 [  34.0806889 -118.3864781]
 [  34.0814544 -118.3853552]
 [  34.0809762 -118.3872782]
 [  34.0821863 -118.3885369]]",6
158,[[  34.0921328 -118.3805803]],1
159,"[[  34.084473  -118.3842625]
 [  34.0839952 -118.38504  ]]",2
160,[[  34.0825654 -118.3759042]],1
161,[[  34.0909518 -118.3925134]],1
162,"[[  34.0946318 -118.3735788]
 [  34.0949712 -118.3745604]]",2
163,[[  34.0903625 -118.3895841]],1
164,[[  34.08128 -118.38264]],1
165,[[  34.0708413 -118.400882 ]],1
166,[[  34.0644709 -118.3833073]],1
167,[[  34.071839 -118.388383]],1
168,[[  34.0282487 -118.3870538]],1
169,[[  34.0241664 -118.3818876]],1
170,[[  34.14517  -118.369529]],1
171,[[  34.1414298 -118.3884489]],1
